respondent_id,xyz_vaccine,seasonal_vaccine
49270,0.02,0.16
49271,0.22,0.71
49272,0.26,0.5
49273,0.42,0.6
49274,0.22,0.29
49275,0.11,0.94
49276,0.21,0.79
49277,0.09,0.02
49278,0.65,0.94
49279,0.21,0.33
49280,0.13,0.25
49282,0.05,0.15
49283,0.22,0.78
49284,0.07,0.28
49285,0.14,0.41
49286,0.1,0.59
49287,0.54,0.74
49288,0.02,0.04
49289,0.24,0.59
49290,0.68,0.77
49291,0.32,0.8
49292,0.1,0.56
49293,0.11,0.26
49294,0.06,0.14
49295,0.29,0.14
49296,0.01,0.65
49299,0.11,0.31
49300,0.11,0.52
49301,0.04,0.02
49303,0.21,0.69
49304,0.08,0.73
49305,0.05,0.04
49306,0.11,0.61
49307,0.09,0.33
49308,0.04,0.82
49309,0.17,0.33
49310,0.02,0.4
49311,0.04,0.72
49313,0.08,0.26
49314,0.2,0.58
49315,0.01,0.01
49316,0.35,0.8
49317,0.1,0.49
49318,0.12,0.31
49319,0.06,0.04
49320,0.17,0.27
49322,0.05,0.64
49323,0.43,0.92
49325,0.19,0.74
49326,0.06,0.14
49327,0.24,0.3
49328,0.13,0.57
49329,0.16,0.83
49330,0.1,0.34
49331,0.12,0.13
49332,0.02,0.56
49333,0.02,0.11
49334,0.14,0.67
49336,0.1,0.07
49337,0.41,0.46
49338,0.04,0.03
49339,0.21,0.5
49341,0.07,0.03
49343,0.05,0.36
49344,0.1,0.47
49345,0.76,0.93
49346,0.4,0.41
49347,0.06,0.27
49349,0.02,0.03
49350,0.08,0.77
49351,0.05,0.1
49353,0.07,0.67
49354,0.03,0.53
49355,0.1,0.52
49356,0.07,0.24
49357,0.21,0.55
49358,0.08,0.92
49359,0.18,0.23
49360,0.05,0.19
49361,0.12,0.18
49363,0.3,0.3
49364,0.07,0.21
49365,0.63,0.73
49366,0.66,0.83
49367,0.12,0.88
49368,0.26,0.45
49370,0.8,0.85
49371,0.42,0.21
49372,0.07,0.17
49373,0.09,0.29
49374,0.06,0.04
49376,0.05,0.25
49377,0.04,0.62
49378,0.22,0.89
49379,0.01,0.06
49380,0.79,0.93
49381,0.34,0.25
49382,0.04,0.03
49383,0.4,0.92
49384,0.03,0.24
49385,0.11,0.22
49386,0.03,0.14
49388,0.22,0.48
49389,0.11,0.59
49390,0.06,0.13
49391,0.08,0.08
49393,0.08,0.58
49394,0.24,0.34
49395,0.29,0.56
49396,0.18,0.37
49397,0.2,0.87
49398,0.11,0.03
49399,0.12,0.31
49400,0.01,0.03
49401,0.26,0.57
49402,0.33,0.85
49403,0.6,0.69
49404,0.02,0.39
49405,0.07,0.36
49406,0.29,0.27
49407,0.06,0.63
49408,0.08,0.26
49409,0.05,0.55
49410,0.13,0.45
49411,0.2,0.7
49412,0.47,0.66
49413,0.13,0.22
49414,0.1,0.23
49415,0.18,0.55
49416,0.81,0.97
49417,0.1,0.32
49418,0.11,0.39
49419,0.27,0.88
49420,0.05,0.71
49421,0.04,0.32
49422,0.4,0.58
49423,0.05,0.14
49424,0.08,0.16
49425,0.09,0.24
49427,0.13,0.15
49428,0.1,0.87
49429,0.38,0.55
49430,0.05,0.16
49431,0.18,0.67
49432,0.04,0.25
49433,0.51,0.83
49434,0.22,0.26
49435,0.23,0.69
49437,0.43,0.78
49438,0.1,0.17
49439,0.05,0.2
49440,0.12,0.71
49441,0.3,0.93
49442,0.02,0.07
49443,0.21,0.05
49444,0.29,0.85
49445,0.11,0.39
49447,0.75,0.84
49448,0.53,0.88
49449,0.56,0.72
49450,0.07,0.33
49451,0.2,0.7
49452,0.21,0.17
49454,0.64,0.97
49455,0.16,0.49
49456,0.1,0.17
49459,0.1,0.86
49460,0.22,0.29
49461,0.88,0.74
49462,0.08,0.86
49463,0.7,0.9
49464,0.06,0.14
49465,0.24,0.92
49466,0.06,0.23
49467,0.1,0.8
49468,0.75,0.84
49469,0.05,0.21
49470,0.13,0.33
49471,0.04,0.64
49472,0.11,0.06
49473,0.55,0.74
49474,0.07,0.54
49475,0.11,0.62
49476,0.02,0.18
49477,0.07,0.88
49478,0.7,0.81
49479,0.31,0.89
49480,0.36,0.58
49481,0.03,0.61
49482,0.11,0.26
49483,0.13,0.44
49485,0.18,0.02
49486,0.29,0.51
49487,0.09,0.19
49488,0.54,0.88
49489,0.02,0.51
49490,0.11,0.25
49491,0.14,0.14
49492,0.09,0.18
49493,0.21,0.3
49494,0.03,0.41
49495,0.24,0.66
49496,0.05,0.28
49497,0.05,0.07
49499,0.08,0.41
49500,0.08,0.82
49502,0.63,0.69
49504,0.07,0.57
49505,0.03,0.86
49508,0.02,0.24
49509,0.1,0.25
49510,0.1,0.58
49513,0.1,0.28
49515,0.11,0.59
49516,0.62,0.59
49518,0.08,0.52
49519,0.32,0.71
49520,0.2,0.4
49522,0.35,0.61
49523,0.05,0.34
49524,0.06,0.14
49525,0.02,0.07
49526,0.6,0.84
49527,0.07,0.7
49528,0.04,0.58
49529,0.1,0.09
49531,0.25,0.71
49533,0.36,0.57
49536,0.2,0.18
49537,0.67,0.88
49539,0.2,0.36
49541,0.01,0.01
49542,0.13,0.16
49543,0.25,0.09
49544,0.07,0.09
49545,0.04,0.12
49546,0.08,0.29
49547,0.02,0.6
49548,0.79,0.37
49549,0.08,0.08
49550,0.08,0.51
49551,0.54,0.73
49552,0.03,0.26
49553,0.13,0.29
49554,0.74,0.96
49555,0.13,0.56
49556,0.12,0.1
49557,0.18,0.26
49558,0.24,0.14
49560,0.05,0.8
49561,0.1,0.29
49562,0.6,0.86
49563,0.3,0.91
49564,0.13,0.39
49565,0.03,0.22
49568,0.45,0.68
49570,0.21,0.5
49571,0.04,0.1
49572,0.02,0.2
49573,0.01,0.1
49574,0.27,0.61
49575,0.16,0.82
49576,0.14,0.31
49577,0.13,0.39
49578,0.39,0.63
49579,0.07,0.19
49580,0.57,0.72
49582,0.53,0.44
49583,0.81,0.85
49584,0.02,0.27
49585,0.13,0.44
49586,0.07,0.03
49587,0.58,0.81
49588,0.23,0.79
49589,0.69,0.9
49590,0.08,0.09
49591,0.41,0.47
49592,0.05,0.39
49593,0.07,0.65
49594,0.07,0.91
49595,0.01,0.26
49596,0.09,0.14
49597,0.18,0.74
49598,0.02,0.2
49599,0.05,0.38
49600,0.91,0.89
49601,0.04,0.65
49603,0.13,0.27
49604,0.22,0.41
49605,0.08,0.19
49606,0.07,0.32
49607,0.05,0.66
49608,0.05,0.72
49609,0.05,0.18
49611,0.12,0.46
49613,0.39,0.51
49614,0.48,0.75
49615,0.06,0.8
49616,0.21,0.8
49617,0.46,0.69
49618,0.64,0.9
49619,0.12,0.78
49620,0.07,0.54
49622,0.08,0.19
49623,0.17,0.4
49624,0.02,0.21
49625,0.16,0.09
49626,0.29,0.95
49627,0.21,0.47
49628,0.17,0.09
49629,0.15,0.26
49630,0.06,0.07
49631,0.3,0.58
49632,0.09,0.27
49633,0.05,0.93
49634,0.1,0.45
49635,0.4,0.89
49636,0.1,0.32
49637,0.15,0.43
49639,0.15,0.26
49640,0.64,0.87
49641,0.22,0.57
49642,0.17,0.39
49644,0.12,0.5
49645,0.67,0.96
49646,0.09,0.11
49647,0.4,0.69
49648,0.09,0.89
49649,0.06,0.08
49650,0.09,0.85
49651,0.01,0.01
49652,0.33,0.52
49653,0.1,0.04
49654,0.03,0.91
49655,0.1,0.11
49657,0.07,0.56
49659,0.31,0.6
49660,0.11,0.66
49661,0.11,0.32
49662,0.07,0.11
49663,0.44,0.5
49664,0.09,0.4
49665,0.5,0.51
49666,0.08,0.21
49667,0.03,0.9
49668,0.02,0.27
49669,0.09,0.96
49671,0.15,0.91
49672,0.07,0.33
49673,0.04,0.23
49674,0.04,0.52
49675,0.42,0.51
49676,0.23,0.52
49678,0.29,0.8
49679,0.08,0.25
49680,0.84,0.96
49681,0.2,0.89
49682,0.26,0.77
49683,0.77,0.91
49684,0.7,0.91
49686,0.04,0.27
49687,0.73,0.89
49688,0.01,0.9
49689,0.05,0.07
49690,0.05,0.49
49691,0.07,0.57
49692,0.39,0.83
49693,0.15,0.24
49694,0.12,0.54
49695,0.38,0.58
49696,0.08,0.9
49698,0.11,0.19
49699,0.14,0.28
49700,0.9,0.97
49701,0.09,0.04
49702,0.18,0.87
49703,0.01,0.52
49704,0.02,0.02
49705,0.39,0.4
49706,0.14,0.9
49709,0.09,0.22
49710,0.11,0.33
49711,0.25,0.79
49712,0.01,0.03
49713,0.55,0.7
49714,0.46,0.76
49715,0.22,0.18
49716,0.1,0.44
49717,0.56,0.68
49719,0.74,0.76
49720,0.15,0.45
49722,0.06,0.13
49723,0.06,0.22
49724,0.67,0.39
49725,0.05,0.06
49726,0.06,0.02
49727,0.26,0.46
49729,0.04,0.54
49730,0.63,0.76
49732,0.24,0.21
49733,0.14,0.21
49734,0.13,0.27
49735,0.04,0.27
49736,0.05,0.08
49737,0.05,0.14
49741,0.06,0.1
49744,0.1,0.23
49747,0.05,0.79
49748,0.29,0.64
49749,0.2,0.79
49750,0.44,0.62
49751,0.21,0.35
49752,0.09,0.54
49755,0.11,0.26
49756,0.16,0.77
49757,0.05,0.16
49758,0.17,0.15
49759,0.34,0.93
49760,0.35,0.63
49761,0.06,0.17
49762,0.08,0.37
49763,0.21,0.33
49764,0.77,0.95
49765,0.06,0.22
49767,0.05,0.05
49768,0.11,0.65
49770,0.4,0.85
49771,0.75,0.93
49772,0.06,0.22
49774,0.03,0.78
49775,0.05,0.26
49776,0.07,0.59
49777,0.74,0.61
49779,0.36,0.78
49781,0.04,0.08
49782,0.08,0.33
49783,0.19,0.42
49784,0.2,0.6
49785,0.14,0.19
49786,0.08,0.84
49787,0.11,0.34
49788,0.11,0.3
49789,0.15,0.37
49790,0.04,0.08
49791,0.89,0.76
49792,0.22,0.91
49793,0.23,0.42
49794,0.6,0.8
49795,0.08,0.29
49796,0.09,0.71
49797,0.31,0.78
49799,0.24,0.59
49800,0.07,0.8
49801,0.74,0.88
49802,0.59,0.65
49803,0.08,0.3
49804,0.75,0.54
49806,0.05,0.17
49807,0.07,0.25
49808,0.77,0.93
49809,0.11,0.24
49810,0.07,0.3
49811,0.2,0.18
49812,0.24,0.64
49814,0.09,0.18
49815,0.1,0.37
49816,0.14,0.51
49817,0.07,0.71
49818,0.38,0.67
49819,0.12,0.19
49820,0.88,0.95
49821,0.86,0.89
49822,0.13,0.17
49823,0.18,0.65
49825,0.07,0.14
49826,0.28,0.39
49827,0.55,0.71
49828,0.23,0.54
49829,0.65,0.95
49830,0.2,0.86
49831,0.77,0.82
49832,0.23,0.9
49835,0.02,0.08
49836,0.12,0.6
49837,0.02,0.32
49839,0.54,0.33
49840,0.11,0.37
49841,0.13,0.41
49842,0.06,0.27
49843,0.12,0.92
49844,0.25,0.74
49845,0.45,0.39
49846,0.1,0.28
49847,0.16,0.7
49848,0.02,0.11
49849,0.08,0.39
49850,0.22,0.66
49852,0.1,0.07
49853,0.2,0.14
49854,0.18,0.5
49855,0.59,0.96
49856,0.12,0.32
49857,0.22,0.52
49858,0.03,0.52
49859,0.74,0.6
49860,0.09,0.27
49861,0.21,0.64
49862,0.38,0.91
49863,0.14,0.33
49864,0.17,0.31
49865,0.56,0.5
49866,0.35,0.67
49867,0.1,0.26
49869,0.19,0.95
49870,0.13,0.83
49871,0.05,0.19
49872,0.08,0.43
49873,0.06,0.7
49874,0.07,0.26
49876,0.55,0.96
49877,0.33,0.48
49878,0.02,0.03
49879,0.07,0.19
49880,0.06,0.21
49881,0.37,0.51
49882,0.34,0.9
49883,0.06,0.93
49884,0.17,0.63
49885,0.34,0.91
49886,0.15,0.5
49887,0.88,0.8
49888,0.08,0.6
49889,0.12,0.32
49890,0.29,0.56
49891,0.1,0.57
49892,0.03,0.37
49893,0.79,0.75
49894,0.17,0.38
49895,0.11,0.66
49896,0.08,0.16
49897,0.04,0.12
49898,0.07,0.16
49899,0.63,0.4
49900,0.12,0.8
49903,0.12,0.41
49904,0.18,0.22
49905,0.73,0.91
49906,0.09,0.24
49907,0.11,0.91
49908,0.09,0.02
49910,0.1,0.14
49913,0.08,0.09
49914,0.02,0.1
49916,0.21,0.52
49917,0.92,0.96
49919,0.02,0.04
49920,0.8,0.94
49921,0.48,0.57
49922,0.72,0.88
49923,0.08,0.71
49924,0.12,0.71
49926,0.49,0.42
49927,0.04,0.21
49928,0.38,0.44
49929,0.05,0.21
49930,0.19,0.83
49931,0.6,0.55
49932,0.03,0.58
49933,0.38,0.68
49934,0.05,0.52
49935,0.07,0.14
49936,0.35,0.52
49937,0.12,0.35
49938,0.88,0.88
49939,0.09,0.32
49940,0.92,0.97
49941,0.75,0.91
49943,0.41,0.67
49944,0.59,0.8
49945,0.12,0.09
49946,0.1,0.07
49947,0.34,0.64
49948,0.07,0.74
49949,0.86,0.62
49950,0.06,0.17
49951,0.08,0.29
49952,0.77,0.92
49953,0.1,0.33
49954,0.08,0.36
49955,0.67,0.66
49956,0.02,0.03
49957,0.11,0.19
49958,0.14,0.5
49960,0.19,0.56
49961,0.08,0.68
49962,0.03,0.23
49963,0.68,0.93
49964,0.15,0.38
49965,0.1,0.85
49966,0.19,0.3
49967,0.16,0.43
49968,0.06,0.1
49969,0.13,0.5
49970,0.23,0.2
49971,0.14,0.89
49972,0.05,0.25
49973,0.08,0.71
49974,0.2,0.47
49975,0.45,0.38
49976,0.41,0.32
49977,0.27,0.81
49978,0.23,0.88
49979,0.74,0.88
49980,0.09,0.73
49981,0.22,0.3
49982,0.19,0.87
49983,0.03,0.1
49984,0.26,0.89
49985,0.03,0.78
49986,0.48,0.76
49987,0.4,0.39
49988,0.84,0.93
49989,0.02,0.24
49990,0.1,0.27
49991,0.31,0.66
49992,0.08,0.49
49993,0.2,0.5
49994,0.03,0.44
49995,0.04,0.04
49996,0.3,0.57
49997,0.03,0.67
49998,0.38,0.54
50000,0.06,0.11
50002,0.65,0.8
50003,0.08,0.18
50004,0.23,0.67
50005,0.39,0.78
50006,0.34,0.16
50007,0.07,0.37
50008,0.18,0.17
50009,0.06,0.23
50011,0.02,0.06
50012,0.47,0.76
50013,0.43,0.69
50014,0.05,0.26
50015,0.35,0.28
50016,0.08,0.45
50017,0.16,0.23
50018,0.39,0.52
50019,0.32,0.71
50020,0.04,0.55
50021,0.11,0.26
50022,0.17,0.58
50023,0.73,0.62
50024,0.9,0.95
50025,0.09,0.28
50026,0.07,0.66
50027,0.08,0.6
50028,0.05,0.04
50029,0.31,0.8
50030,0.07,0.06
50031,0.08,0.66
50032,0.01,0.17
50033,0.09,0.38
50034,0.05,0.17
50035,0.08,0.63
50036,0.11,0.69
50037,0.15,0.77
50038,0.17,0.26
50039,0.12,0.87
50040,0.21,0.31
50041,0.03,0.45
50042,0.1,0.41
50043,0.07,0.18
50044,0.08,0.4
50045,0.43,0.77
50047,0.18,0.47
50048,0.16,0.46
50049,0.45,0.68
50050,0.41,0.71
50052,0.1,0.11
50053,0.02,0.19
50055,0.18,0.57
50056,0.07,0.37
50057,0.22,0.32
50058,0.11,0.11
50060,0.08,0.59
50062,0.05,0.04
50063,0.01,0.04
50064,0.02,0.16
50065,0.08,0.11
50066,0.36,0.46
50067,0.18,0.72
50068,0.48,0.85
50069,0.04,0.33
50071,0.05,0.33
50072,0.68,0.91
50073,0.37,0.49
50074,0.11,0.64
50075,0.87,0.75
50076,0.83,0.94
50077,0.44,0.59
50079,0.02,0.07
50080,0.2,0.5
50081,0.81,0.91
50082,0.4,0.66
50083,0.45,0.68
50085,0.4,0.79
50086,0.07,0.27
50087,0.24,0.23
50089,0.49,0.79
50090,0.01,0.03
50091,0.1,0.56
50092,0.05,0.03
50093,0.77,0.85
50094,0.54,0.67
50095,0.39,0.74
50096,0.06,0.09
50097,0.24,0.59
50100,0.04,0.52
50102,0.09,0.25
50103,0.58,0.77
50104,0.01,0.32
50105,0.03,0.94
50106,0.07,0.32
50107,0.07,0.18
50108,0.15,0.75
50109,0.06,0.17
50110,0.71,0.93
50111,0.21,0.51
50112,0.35,0.28
50113,0.09,0.36
50114,0.08,0.07
50115,0.19,0.6
50116,0.66,0.5
50117,0.2,0.53
50118,0.01,0.06
50119,0.09,0.09
50120,0.03,0.07
50122,0.64,0.93
50123,0.01,0.07
50125,0.44,0.66
50126,0.05,0.83
50127,0.54,0.69
50128,0.13,0.82
50129,0.18,0.23
50130,0.02,0.21
50131,0.67,0.89
50132,0.68,0.91
50133,0.04,0.2
50134,0.09,0.42
50135,0.01,0.06
50137,0.38,0.4
50138,0.08,0.31
50139,0.08,0.76
50140,0.04,0.08
50141,0.09,0.15
50142,0.16,0.79
50143,0.55,0.72
50144,0.37,0.8
50145,0.03,0.45
50146,0.36,0.66
50147,0.25,0.37
50148,0.36,0.4
50149,0.02,0.09
50150,0.08,0.14
50151,0.02,0.13
50152,0.07,0.4
50153,0.2,0.44
50154,0.08,0.85
50155,0.13,0.18
50156,0.01,0.06
50157,0.15,0.62
50158,0.9,0.92
50159,0.11,0.94
50160,0.01,0.34
50161,0.23,0.79
50162,0.04,0.16
50163,0.02,0.1
50164,0.13,0.47
50165,0.08,0.3
50166,0.09,0.22
50167,0.16,0.82
50168,0.05,0.5
50169,0.12,0.33
50170,0.1,0.47
50171,0.09,0.19
50174,0.12,0.39
50175,0.1,0.84
50176,0.09,0.29
50177,0.58,0.45
50178,0.09,0.59
50179,0.04,0.16
50180,0.03,0.02
50182,0.16,0.23
50183,0.93,0.97
50184,0.03,0.11
50185,0.78,0.04
50186,0.1,0.25
50187,0.75,0.9
50188,0.08,0.11
50189,0.15,0.07
50191,0.67,0.8
50192,0.01,0.01
50193,0.1,0.32
50195,0.19,0.79
50196,0.06,0.39
50197,0.36,0.72
50198,0.5,0.73
50200,0.36,0.81
50201,0.06,0.95
50202,0.36,0.42
50203,0.14,0.21
50204,0.07,0.25
50205,0.77,0.94
50206,0.58,0.87
50207,0.13,0.18
50208,0.07,0.63
50209,0.03,0.19
50210,0.21,0.5
50211,0.38,0.91
50212,0.45,0.9
50213,0.15,0.29
50214,0.4,0.89
50215,0.15,0.2
50216,0.45,0.96
50217,0.05,0.23
50218,0.21,0.68
50219,0.03,0.04
50220,0.1,0.45
50221,0.08,0.22
50223,0.1,0.07
50224,0.19,0.77
50225,0.4,0.66
50226,0.24,0.37
50227,0.32,0.39
50228,0.07,0.57
50229,0.25,0.67
50231,0.62,0.92
50232,0.02,0.52
50233,0.51,0.87
50234,0.24,0.4
50235,0.1,0.47
50236,0.07,0.32
50238,0.71,0.8
50239,0.16,0.87
50240,0.01,0.51
50241,0.01,0.02
50242,0.15,0.85
50243,0.11,0.26
50244,0.1,0.22
50245,0.05,0.66
50246,0.35,0.39
50247,0.47,0.86
50248,0.25,0.32
50249,0.07,0.72
50251,0.01,0.06
50252,0.08,0.33
50253,0.11,0.91
50254,0.11,0.89
50256,0.1,0.41
50257,0.35,0.8
50258,0.09,0.17
50259,0.08,0.84
50260,0.03,0.27
50261,0.92,0.86
50262,0.07,0.24
50263,0.09,0.21
50264,0.05,0.21
50265,0.69,0.81
50266,0.16,0.36
50267,0.1,0.69
50268,0.11,0.58
50270,0.17,0.35
50271,0.03,0.09
50272,0.1,0.47
50273,0.08,0.8
50274,0.25,0.67
50276,0.02,0.36
50277,0.1,0.21
50278,0.56,0.92
50280,0.13,0.24
50281,0.03,0.15
50282,0.03,0.22
50283,0.49,0.86
50284,0.1,0.27
50285,0.26,0.6
50286,0.02,0.07
50287,0.44,0.73
50288,0.04,0.29
50289,0.31,0.64
50290,0.08,0.08
50291,0.73,0.85
50292,0.06,0.33
50293,0.17,0.29
50294,0.07,0.51
50295,0.27,0.22
50296,0.55,0.67
50297,0.02,0.32
50298,0.08,0.72
50300,0.25,0.68
50302,0.81,0.92
50303,0.53,0.89
50304,0.33,0.53
50305,0.08,0.08
50306,0.04,0.28
50307,0.04,0.32
50308,0.17,0.88
50309,0.07,0.7
50310,0.78,0.87
50311,0.83,0.91
50314,0.92,0.95
50315,0.13,0.73
50318,0.03,0.3
50319,0.04,0.66
50320,0.07,0.28
50321,0.21,0.88
50323,0.23,0.76
50324,0.14,0.3
50325,0.09,0.46
50326,0.07,0.58
50327,0.15,0.95
50328,0.02,0.65
50329,0.19,0.56
50330,0.36,0.66
50331,0.15,0.36
50333,0.85,0.9
50334,0.06,0.65
50335,0.68,0.83
50336,0.1,0.88
50338,0.37,0.66
50339,0.04,0.71
50340,0.18,0.26
50341,0.06,0.16
50342,0.22,0.27
50343,0.52,0.78
50344,0.1,0.61
50345,0.65,0.83
50346,0.16,0.57
50347,0.11,0.65
50348,0.18,0.06
50349,0.03,0.13
50350,0.02,0.03
50351,0.13,0.33
50352,0.32,0.36
50353,0.13,0.5
50354,0.7,0.42
50355,0.09,0.22
50356,0.51,0.25
50357,0.08,0.23
50358,0.13,0.52
50359,0.09,0.25
50360,0.06,0.22
50361,0.04,0.32
50362,0.94,0.94
50363,0.14,0.25
50364,0.5,0.92
50366,0.26,0.48
50367,0.02,0.22
50368,0.01,0.57
50369,0.18,0.59
50370,0.35,0.67
50371,0.22,0.47
50372,0.08,0.18
50374,0.22,0.44
50375,0.2,0.38
50376,0.24,0.53
50377,0.35,0.84
50378,0.03,0.06
50379,0.25,0.58
50380,0.2,0.5
50381,0.05,0.17
50382,0.13,0.32
50383,0.17,0.35
50384,0.1,0.22
50385,0.02,0.25
50386,0.75,0.59
50387,0.11,0.29
50389,0.02,0.22
50391,0.09,0.83
50392,0.12,0.07
50393,0.1,0.73
50394,0.35,0.56
50395,0.86,0.67
50396,0.05,0.06
50397,0.39,0.67
50398,0.09,0.48
50399,0.2,0.94
50400,0.03,0.67
50401,0.34,0.45
50402,0.06,0.64
50403,0.13,0.22
50404,0.09,0.32
50406,0.1,0.79
50407,0.07,0.28
50408,0.21,0.72
50409,0.08,0.69
50412,0.2,0.4
50413,0.16,0.38
50414,0.1,0.07
50416,0.05,0.05
50417,0.2,0.69
50418,0.36,0.72
50419,0.1,0.14
50420,0.06,0.29
50421,0.09,0.18
50423,0.42,0.96
50424,0.54,0.69
50425,0.05,0.92
50426,0.06,0.93
50427,0.08,0.18
50428,0.62,0.8
50429,0.1,0.56
50430,0.03,0.09
50431,0.09,0.27
50432,0.07,0.75
50433,0.15,0.27
50434,0.05,0.25
50435,0.85,0.89
50437,0.1,0.25
50438,0.53,0.68
50439,0.34,0.51
50440,0.34,0.47
50441,0.56,0.93
50442,0.02,0.04
50443,0.4,0.46
50444,0.5,0.94
50445,0.64,0.81
50446,0.21,0.16
50448,0.3,0.65
50449,0.59,0.81
50450,0.76,0.57
50451,0.58,0.95
50452,0.01,0.68
50453,0.48,0.45
50454,0.07,0.77
50455,0.35,0.73
50456,0.06,0.1
50457,0.08,0.29
50458,0.15,0.84
50459,0.3,0.69
50460,0.15,0.18
50461,0.68,0.72
50462,0.22,0.37
50463,0.09,0.13
50464,0.03,0.26
50466,0.1,0.15
50467,0.77,0.64
50468,0.03,0.1
50469,0.47,0.45
50470,0.04,0.18
50471,0.72,0.78
50472,0.2,0.77
50473,0.47,0.86
50474,0.7,0.9
50475,0.1,0.76
50476,0.07,0.25
50478,0.08,0.32
50479,0.04,0.08
50480,0.19,0.58
50481,0.39,0.79
50482,0.25,0.24
50483,0.03,0.16
50484,0.24,0.33
50485,0.01,0.17
50487,0.07,0.06
50488,0.29,0.86
50489,0.16,0.71
50490,0.07,0.14
50491,0.09,0.22
50492,0.06,0.18
50493,0.06,0.63
50494,0.19,0.06
50495,0.41,0.76
50496,0.18,0.73
50497,0.17,0.16
50498,0.07,0.21
50499,0.08,0.27
50500,0.74,0.91
50501,0.08,0.18
50503,0.02,0.06
50504,0.53,0.86
50505,0.01,0.03
50507,0.15,0.04
50508,0.04,0.08
50509,0.72,0.35
50510,0.08,0.45
50511,0.01,0.75
50512,0.06,0.18
50513,0.25,0.24
50514,0.72,0.94
50515,0.08,0.18
50516,0.49,0.61
50517,0.01,0.06
50518,0.1,0.5
50519,0.1,0.06
50520,0.15,0.4
50521,0.57,0.33
50522,0.49,0.92
50523,0.25,0.7
50525,0.06,0.71
50526,0.09,0.57
50527,0.13,0.33
50528,0.07,0.26
50529,0.08,0.18
50530,0.16,0.94
50531,0.34,0.75
50532,0.06,0.11
50533,0.12,0.21
50534,0.02,0.05
50535,0.06,0.04
50536,0.08,0.22
50537,0.16,0.3
50538,0.19,0.35
50539,0.06,0.37
50540,0.13,0.49
50541,0.09,0.83
50542,0.32,0.68
50543,0.55,0.81
50544,0.12,0.02
50545,0.24,0.2
50546,0.19,0.3
50547,0.12,0.49
50548,0.78,0.9
50549,0.4,0.24
50551,0.02,0.79
50552,0.58,0.69
50553,0.02,0.1
50554,0.07,0.17
50555,0.85,0.87
50556,0.1,0.26
50558,0.01,0.09
50559,0.71,0.93
50560,0.21,0.95
50561,0.09,0.17
50562,0.04,0.5
50563,0.2,0.26
50564,0.52,0.9
50565,0.13,0.94
50566,0.08,0.62
50568,0.06,0.51
50569,0.02,0.03
50570,0.29,0.57
50571,0.14,0.28
50572,0.14,0.16
50573,0.03,0.39
50574,0.14,0.67
50575,0.01,0.07
50577,0.14,0.83
50578,0.1,0.59
50579,0.04,0.06
50580,0.2,0.26
50581,0.33,0.58
50582,0.08,0.18
50584,0.06,0.31
50585,0.1,0.09
50586,0.18,0.75
50587,0.03,0.22
50588,0.44,0.8
50589,0.19,0.76
50590,0.86,0.94
50592,0.45,0.89
50593,0.14,0.47
50594,0.18,0.28
50595,0.06,0.64
50596,0.21,0.36
50597,0.17,0.36
50598,0.08,0.08
50599,0.3,0.96
50600,0.74,0.5
50601,0.14,0.45
50602,0.73,0.86
50603,0.08,0.26
50604,0.36,0.57
50606,0.1,0.1
50607,0.33,0.34
50608,0.11,0.06
50609,0.21,0.28
50610,0.14,0.19
50611,0.12,0.22
50612,0.01,0.29
50613,0.08,0.44
50614,0.11,0.25
50615,0.11,0.07
50616,0.16,0.36
50619,0.16,0.78
50620,0.12,0.89
50621,0.1,0.41
50622,0.08,0.17
50623,0.13,0.11
50624,0.44,0.67
50625,0.1,0.21
50626,0.2,0.25
50627,0.06,0.33
50628,0.34,0.32
50629,0.22,0.8
50630,0.07,0.94
50631,0.17,0.39
50633,0.11,0.33
50634,0.43,0.6
50635,0.3,0.82
50636,0.09,0.51
50639,0.32,0.61
50640,0.13,0.2
50642,0.1,0.13
50643,0.5,0.89
50644,0.08,0.6
50645,0.09,0.5
50646,0.22,0.34
50647,0.06,0.36
50648,0.16,0.74
50649,0.08,0.07
50650,0.03,0.31
50652,0.33,0.28
50653,0.5,0.79
50654,0.11,0.31
50655,0.74,0.82
50656,0.02,0.13
50657,0.05,0.17
50658,0.04,0.32
50659,0.11,0.68
50660,0.78,0.79
50661,0.52,0.74
50663,0.87,0.93
50664,0.09,0.09
50665,0.4,0.55
50666,0.56,0.77
50667,0.82,0.57
50668,0.26,0.51
50669,0.55,0.61
50670,0.15,0.17
50671,0.11,0.44
50672,0.1,0.73
50673,0.09,0.44
50675,0.19,0.72
50676,0.25,0.81
50677,0.33,0.82
50678,0.1,0.4
50679,0.27,0.19
50680,0.18,0.34
50681,0.01,0.03
50682,0.52,0.77
50683,0.13,0.59
50684,0.02,0.03
50686,0.31,0.66
50687,0.03,0.06
50688,0.92,0.97
50689,0.04,0.31
50690,0.77,0.91
50691,0.53,0.28
50692,0.06,0.18
50693,0.14,0.8
50694,0.12,0.96
50695,0.09,0.17
50696,0.08,0.56
50697,0.09,0.59
50698,0.15,0.39
50700,0.09,0.31
50702,0.13,0.91
50703,0.12,0.85
50704,0.47,0.62
50705,0.09,0.9
50706,0.05,0.37
50707,0.15,0.17
50708,0.59,0.76
50709,0.07,0.32
50710,0.39,0.73
50711,0.14,0.15
50712,0.09,0.08
50713,0.04,0.06
